_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_of_the_sentiments_below,choose_one_of_the_sentiments_below:confidence,choose_one_of_the_sentiments_below_gold,id,sentence
1217405091,false,finalized,3,4/24/2017 05:39:17,positive,1.0,,188,It's a fully realized look at a time and place as well as a riveting study of career obsessions warring with a sense of justice.
1217405092,false,finalized,3,4/24/2017 05:12:05,positive,0.6541,,189,"Its power comes from the slow, steady build to the execution of Perry Smith, the man half-responsible for the murders of a farming family of four, and what that death does to Capote."
1217405093,false,finalized,3,4/24/2017 05:19:31,neutral,0.6263,,190,Miller and Futterman underscore the idea that what Capote's achievement does to the story of Hickock and Smith and the Clutter killings is to remove it from the actual world and place it in a literary one.
1217405094,false,finalized,3,4/24/2017 05:24:14,positive,0.651,,191,"In a career that has seen actor Phillip Seymour Hoffman play a vast array of characters (and very well at that), Hoffman has found the role of a lifetime which he delivers with uncanny precision."
1217405095,false,finalized,3,4/24/2017 05:06:51,positive,0.6693,,192,Aims for starkness but ends up as tastefulness
1217405096,false,finalized,3,4/24/2017 05:14:40,very_positive,0.3459,,193,The Passion of Truman Capote
1217405097,false,finalized,3,4/24/2017 05:17:49,negative,1.0,,194,"Hoffman tries, but mainly just gets the surface of Capote."
1217405098,false,finalized,3,4/24/2017 05:21:08,positive,0.673,,195,"Rips off Doc Hollywood, almost note for note."
1217405099,false,finalized,3,4/24/2017 05:31:26,positive,1.0,,196,"Though the central idea of nostalgia for a quieter, small-town life may well be lost on this movie's young audience -- Cars finds a pleasant and often sparkling groove."
1217405100,false,finalized,3,4/24/2017 05:16:09,positive,1.0,,197,"Cars made me want to hop in my jalopy and to head out to Route 66, bypassing the boring interstate highways that made the Mother Road redundant."
1217405101,false,finalized,3,4/24/2017 05:47:29,positive,0.6626,,198,'Cars' has energy and heart-two things that 'Robots' lacked.
1217405102,false,finalized,3,4/24/2017 05:47:56,positive,1.0,,199,"Cars is a nice homily to small town life and remembering the past - which definitely has its charms - and call for remembering our roots, but it's been done better elsewhere."
1217405103,false,finalized,3,4/24/2017 05:26:28,negative,1.0,,200,Pixar's grown so metallic that having automobiles for animated characters becomes disturbingly apt
1217405104,false,finalized,3,4/24/2017 05:16:23,positive,1.0,,201,"Although the plot coasts along a predictable path, the verbal jokes and sight gags rev things up along the way, making the film enjoyable almost from start to finish."
1217405106,false,finalized,3,4/24/2017 05:21:08,positive,0.6812,,202,Adam Sandler still coasts on American pop culture's peculiar indulgence of boys who won't grow up
1217405107,false,finalized,3,4/24/2017 05:04:35,negative,0.6943,,203,"It's a farce about loss, and it doesn't flinch."
1217405108,false,finalized,3,4/24/2017 05:18:52,neutral,0.6579,,204,A domestic tragedy masquerading as a frothy frolic.
1217405109,false,finalized,3,4/24/2017 05:11:25,negative,1.0,,205,"The jokes don't come frequently enough in Click, and aren't all that funny."
1217405110,false,finalized,3,4/24/2017 05:06:36,negative,0.6259,,206,[Click] is an abomination.
1217405111,false,finalized,3,4/24/2017 05:19:18,negative,0.6835,,207,"Click brings up some very real problems about adult life but it answers them with Hollywood platitudes ... granted, it's about having fun not trying to find solutions to the problems of modern existence, but it still seems a bit disingenuous."
1217405112,false,finalized,3,4/24/2017 05:13:07,positive,1.0,,208,A fascinating film with an unresolved comedy/tragedy axis
1217405113,false,finalized,3,4/24/2017 05:10:56,positive,0.3469,,209,"""Click"" is a one-trick-pony of a comedy."
1217405114,false,finalized,3,4/24/2017 05:18:52,negative,0.3578,,210,"As a broad family comedy this is perfectly acceptable, but from a sci-fi point of view it's a very pale imitation of the time travel classics it seeks to ape."
1217405115,false,finalized,3,4/24/2017 05:17:49,negative,1.0,,211,"For all its competing aspirations, the movie just never clicks."
1217405116,false,finalized,3,4/24/2017 05:08:00,positive,0.6574,,212,I loved it.
1217405117,false,finalized,3,4/24/2017 05:06:56,positive,0.7134,,213,"Throughout the gruesome cat-and-mouse game being played by Vincent and Max in Collateral, there's something psychologically, dramatically and even sociologically interesting going on."
1217405118,false,finalized,3,4/24/2017 05:17:16,positive,0.6815,,214,"This is a tense, first-rate thriller."
1217405119,false,finalized,3,4/24/2017 05:19:16,neutral,0.348,,215,"Most of the time we are with Cruise and Foxx, and their interplay is never less than galvanizing."
1217405120,false,finalized,3,4/24/2017 05:11:58,negative,0.6603,,216,"After that promising start, Collateral ratchets down, gradually, to being only average."
1217405121,false,finalized,3,4/24/2017 05:15:56,positive,1.0,,217,"If Collateral is all formula, it's polished to a fine sheen."
1217405122,false,finalized,3,4/24/2017 05:06:11,positive,0.6308,,218,"A visually striking film from the unhinged, endlessly creative mind of Michael Mann."
1217405123,false,finalized,3,4/24/2017 05:06:02,very_positive,1.0,,219,The year's best action thriller with excellent performances from its two leads and Mann's brilliant direction making something as pedestrian as a taxi ride a pulse-pounding thrill ride.
1217405124,false,finalized,3,4/24/2017 05:18:49,positive,0.6617,,220,Powerful but violent thriller -- not for kids.
1217405125,false,finalized,3,4/24/2017 05:15:29,positive,1.0,,221,"Mann takes a predictably clichéd, far-fetched crime yarn and transforms it into a fascinating thriller."
1217405126,false,finalized,3,4/24/2017 05:18:53,positive,0.6497,,222,"If anyone is ever to mount an argument for the superiority of video over film, this movie would of necessity be very near to the center of that argument."
1217405127,false,finalized,3,4/24/2017 05:15:24,very_positive,0.6613,,223,A very superior thriller with excellent direction and utterly top-notch performances...
1217405128,false,finalized,3,4/24/2017 05:08:55,very_negative,0.3578,,224,"Overplotted, overcontrived, overshot and overedited."
1217405129,false,finalized,3,4/24/2017 05:12:05,positive,1.0,,225,This is a one sweet sexy sting of a movie.
1217405130,false,finalized,3,4/24/2017 05:08:07,negative,1.0,,226,Identity is suicidally insecure.
1217405131,false,finalized,3,4/24/2017 05:19:36,positive,1.0,,227,"What it shares with most of its predecessors is a sterling cast, in this instance almost entirely male, and the willingness of several talented performers to play against type, with entertainingly comic effect."
1217405132,false,finalized,3,4/24/2017 05:07:23,positive,0.7114,,228,"... Confidence does suffer a bit from some plot devices that haven't been original since The Sting, but it's a top-notch character study and a fun exercise in style."
1217405133,false,finalized,3,4/24/2017 05:19:35,negative,0.6584,,229,"A lazy, paint-by-numbers thriller..."
1217405134,false,finalized,3,4/24/2017 05:13:18,positive,0.649,,230,"I was entertained, but hardly stunned."
1217405135,false,finalized,3,4/24/2017 05:03:18,positive,0.6553,,231,Jammed with double and triple-crosses that make Doug Jung's confusing screenplay secondary to the film's overall look.
1217405136,false,finalized,3,4/24/2017 05:08:55,positive,1.0,,232,"While it sometimes fails to live up to its title, Confidence ultimately, wins us over-in short, it dazzlingly does what all good cons are supposed to do."
1217405137,false,finalized,3,4/24/2017 05:19:38,negative,1.0,,233,"Misses the first rule of whodunnit filmmaking and never recovers; if you fool me once, you have to at least give me a reason to care that I've been fooled."
1217405138,false,finalized,3,4/24/2017 05:17:51,negative,1.0,,234,Blazes few new trails and bogs down in a confusing narrative muddle.
1217405139,false,finalized,3,4/24/2017 05:13:18,negative,1.0,,235,I deeply loathe the Heaven-and-Hell genre to which this cinematic comic-book spectacular belongs.
1217405140,false,finalized,3,4/24/2017 05:08:59,neutral,1.0,,236,"Halfway through Constantine, a fully clad Keanu Reeves steps into a shallow pail of water, sits on a chair next to it and holds a cat in his lap."
1217405141,false,finalized,3,4/24/2017 05:03:18,negative,0.6553,,237,"Peaks early, then descends into portentous nonsense."
1217405142,false,finalized,3,4/24/2017 05:18:50,positive,0.3556,,238,Entirely beyond redemption.
1217405143,false,finalized,3,4/24/2017 05:18:56,neutral,1.0,,239,"Reeves, meanwhile, has confidently entered his self-parodic period."
1217405144,false,finalized,3,4/24/2017 06:08:22,neutral,0.6654,,240,"Days are seared by burning sunlight, nights swallow the world and bring out the demons, and Hell is an Earth burning in the nuclear fires of Armageddon."
1217405145,false,finalized,3,4/24/2017 05:17:52,negative,0.6834,,241,Visuals and attitude -- not for kids.
1217405146,false,finalized,3,4/24/2017 05:45:13,positive,1.0,,242,An enjoyable revelation.
1217405147,false,finalized,3,4/24/2017 05:12:32,positive,0.6267,,243,A very satisfying film.
1217405148,false,finalized,3,4/24/2017 05:13:07,negative,0.6757,,244,The prime conceit of the movie is its gallows humor that seeps out like clotting blood from a decomposing corpse.
1217405149,false,finalized,3,4/24/2017 05:13:50,negative,1.0,,245,"Rachel Weisz gives it her best shot, but she can't save the messy script from its own feelings self-importance."
1217405150,false,finalized,3,4/24/2017 05:07:57,very_negative,0.3555,,246,"It's a promising concept, but instead of expending effort on, say, a coherent script, the filmmakers lazily rely on cheap editing tricks and gleefully relentless sadism."
1217405151,false,finalized,3,4/24/2017 05:17:52,positive,0.6484,,247,"Leave it alone, or leave your brain and pocket change at the gate, strap yourself in and just enjoy the ride."
1217405152,false,finalized,3,4/24/2017 05:18:52,negative,1.0,,248,Viewers baffled by stuff happening for no particular reason should probably stay well away.
1217405153,false,finalized,3,4/24/2017 05:08:39,positive,0.3675,,249,"For those who enjoy this brand of wholly mindless entertainment, Crank delivers."
1217405154,false,finalized,3,4/24/2017 05:03:37,negative,0.6836,,250,"Jason Stratham rampages through Los Angeles in this retread of Speed, but for a movie premised on unrelenting action, Crank proves fatally turgid."
1217405155,false,finalized,3,4/24/2017 05:11:28,negative,0.6659,,251,The movie is cranked up somewhere between stylish and proudly stupid.
1217405156,false,finalized,3,4/24/2017 05:21:58,positive,0.6835,,252,"It's trashy, gory, gratuitous, ridiculous, completely far-fetched, and I had a smile on my face the entire time."
1217405157,false,finalized,3,4/24/2017 05:13:50,positive,0.6893,,253,"Gets by on a unique kind of absurd, deadpan humor in which the most implausible stuff cheerfully happens anyway."
1217405158,false,finalized,3,4/24/2017 05:18:04,positive,0.6544,,254,"Sure, Crank is totally ridiculous, unbelievable, exhausting, and pretty much just plain stupid, but that's what makes it fun."
1217405159,false,finalized,3,4/24/2017 05:11:58,negative,0.6603,,255,"Ranks among the most mindless action films ever made, but scores as a helluva video game."
1217405160,false,finalized,3,4/24/2017 05:17:52,negative,0.7148,,256,The super-concentrated silt at the bottom of a chemistry experiment that has no possible purpose to it but to deliver whatever limited jolt of which it's capable.
1217405161,false,finalized,3,4/24/2017 05:08:00,negative,0.6574,,257,Its freneticism ... futilely tries to cover up the ludicrousness of every decision made by its dim characters.
1217405162,false,finalized,3,4/24/2017 05:03:18,negative,0.6567,,258,"Torn between moody grandiosity and cartoonish mayhem, Daredevil tries to have it both ways, and succeeds at neither."
1217405163,false,finalized,3,4/24/2017 05:11:06,negative,1.0,,259,[A] dull actioner.
1217405164,false,finalized,3,4/24/2017 05:11:29,negative,0.675,,260,"Writer-director Mark Steven Johnson's movie is too heavily reliant on tried and tested ingredients, such as Batman-type design and Matrix-style fighting."
1217405165,false,finalized,3,4/24/2017 05:23:27,positive,0.6764,,261,"Daredevil, as brought to the screen by writer/director Mark Steven Johnson, brings real violence and death into the comic book mix, and the result is a fascinating blend of the fantastic and the tragic."
1217405166,false,finalized,3,4/24/2017 05:03:37,positive,0.6592,,262,"Daredevil is a perfectly serviceable B-movie, something to tide over genre fans waiting for X-Men 2."
1217405167,false,finalized,3,4/24/2017 05:15:21,negative,0.6946,,263,"For all its clichés, it has a cracking third act, helped by doses of 15-rated violence."
1217405168,false,finalized,3,4/24/2017 05:08:10,negative,0.6983,,264,"The results ... are staid, with re-creations of Paris in the Jazz Age and Hollywood in its Golden Age that are like waxworks in motion."
1217405169,false,finalized,3,4/24/2017 05:05:20,negative,1.0,,265,A wildly uneven musical biography of Cole Porter.
1217405170,false,finalized,3,4/24/2017 05:50:00,negative,0.6471,,266,"Not inept enough to make the composer spin in his grave ... but not insightful or clever enough to please the old boy, either."
1217405171,false,finalized,3,4/24/2017 05:07:23,negative,1.0,,267,"Winkler indulges a large amount of screentime detailing these sexual leanings and complications, which disrupts the picture's balance between wannabe musical and straight up bio-pic."
1217405172,false,finalized,3,4/24/2017 05:17:17,positive,0.6735,,268,"The music is de-lovely, but not much else is."
1217405173,false,finalized,3,4/24/2017 05:47:56,positive,1.0,,269,"More imagination than inquiry, this cautiously reverential tale reaches for aesthetic pleasure and emotion over insight."
1217405174,false,finalized,3,4/24/2017 05:19:55,positive,0.3623,,270,"If you ignore the plot and just approach the flick as nothing more than a 21st century update of a Busby Berkeley-style musical, you will not be disappointed."
1217405175,false,finalized,3,4/24/2017 05:04:13,positive,0.677,,271,Performances crackling with an enthusiasm that indicates how much Porter's work continues to be loved and respected.
1217405176,false,finalized,3,4/24/2017 05:04:13,negative,0.677,,272,Take away a couple of neatly staged action sequences and you're left with a callously measured slab of US jingoism that deals with the most horrific human tragedies in the most lunk-headed and insulting way possible.
1217405177,false,finalized,3,4/24/2017 05:14:40,negative,0.6541,,273,I felt cheated.
1217405178,false,finalized,3,4/24/2017 05:12:45,negative,1.0,,274,Rarely have [producer] Bruckheimer and [director] Scott been so upfront about insulting people's intelligence.
1217405179,false,finalized,3,4/24/2017 05:19:57,negative,0.6598,,275,Nobody looks cooler walking in slow motion through a crime scene while wearing sunglasses than Denzel Washington -- but even the great Denzel can't save Déjà Vu.
1217405180,false,finalized,3,4/24/2017 05:19:37,positive,1.0,,276,The fleetingly satisfying Déjà Vu is ultimately a self-fulfilling prophecy.
1217405181,false,finalized,3,4/24/2017 05:36:56,very_positive,0.6572,,277,"Pretty dazzling, as action adventures go, even when it's wildly, almost defiantly, implausible."
1217405182,false,finalized,3,4/24/2017 05:21:19,positive,0.7162,,278,An intriguing proposal squandered on a well-oiled hack mechanism
1217405183,false,finalized,3,4/24/2017 06:08:22,positive,0.3346,,279,"The time machine element of the movie gets hokey, but the visuals are intriguing and director Tony Scott wrenches suspense and tension from every scene."
1217405184,false,finalized,3,4/24/2017 05:01:46,neutral,1.0,,280,ve%u0107 vi%u0111eno
1217405185,false,finalized,3,4/24/2017 05:11:42,positive,0.656,,281,"Like its protagonist, you may find yourself wanting to see it more than once to appreciate how everything fits together - which earns Deja Vu the status of a classic, at least for the future."
1217405186,false,finalized,3,4/24/2017 05:08:54,negative,0.6814,,282,"King is dreamily free-associating, which doesn't mean he's plumbing his unconscious in search of new nightmare archetypes; it means he's recycling bits of old horror and sci-fi flicks and even setups from his own novels."
1217405187,false,finalized,3,4/24/2017 05:11:58,very_negative,0.6846,,283,"Stupid, sophomoric and moronically silly, it leaves you with the feeling that you might welcome shock treatment just to get your brain back."
1217405188,false,finalized,3,4/24/2017 05:13:18,positive,0.663,,284,... not since Death to Smoochy have so many talented people made such a mess of things.
1217405189,false,finalized,3,4/24/2017 05:03:37,negative,0.6836,,285,If hopeless literalist Kasdan could have decided on a tone ... this could have been a gynophobe's Independence Day.
1217405190,false,finalized,3,4/24/2017 05:12:45,positive,0.6409,,286,A bumpy thrill ride.
1217405191,false,finalized,3,4/24/2017 05:19:57,negative,0.6589,,287,Easily one of the most absurdly over-plotted and incoherently condensed horror movies of recent times.
1217405192,false,finalized,3,4/24/2017 05:09:53,negative,0.6812,,288,"As soon as Morgan Freeman's alien hunter/military commander turns up, a riveting movie starts morphing into a predictable villain-on-the-warpath action flick."
1217405193,false,finalized,3,4/24/2017 05:17:52,negative,0.6999,,289,This Stephen King is way too scary for kids.
1217405194,false,finalized,3,4/24/2017 05:15:29,negative,0.6765,,290,"There's a great cast, and a great director, but ultimately the finishing product fails to live up to any potential."
1217405195,false,finalized,3,4/24/2017 05:07:21,positive,0.6796,,291,Call me crude -- I have to love a scene of suspense built around fallen toothpicks and a toilet monster.
1217405196,false,finalized,3,4/24/2017 05:13:50,negative,0.6394,,292,"Those looking for a stomach-turning alien film may be pleased, but those looking for a smarter psychological thriller will be sorely disappointed."
1217405197,false,finalized,3,4/24/2017 05:36:56,very_negative,0.6572,,293,I challenge you to name a movie with a more convoluted or preposterous storyline.
1217405198,false,finalized,3,4/24/2017 05:10:09,neutral,0.3482,,294,Definitely lives down to its name -- you can see the lips moving on this wooden thing.
1217405199,false,finalized,3,4/24/2017 05:31:26,very_positive,0.6743,,295,"[T]he best ventriloquist -stalker -family-drama -romantic -comedy I've seen in, well maybe forever."
1217405200,false,finalized,3,4/24/2017 05:17:52,positive,0.6772,,296,"Pritikin's shrewd comedy-drama catches a fine flock of family emotions on the wing, and not the over-exposed ones."
1217405201,false,finalized,3,4/24/2017 05:32:27,negative,1.0,,297,"What could have been a biting dark comedy is, instead, uninspired and generic."
1217405202,false,finalized,3,4/24/2017 05:08:59,positive,1.0,,298,"Brody is a real talent, and Illeana Douglas is a riot as his older sister."
1217405203,false,finalized,3,4/24/2017 05:11:25,positive,0.6541,,299,"A mildly engaging addition to that curious sub-genre of American independent filmmaking, the whimsical comedy of Long Island alienation."
1217405204,false,finalized,3,4/24/2017 05:12:45,positive,0.6409,,300,"Pritikin may be asking his audience to pay attention and embrace small successes, but with Dummy, he has pulled off a great one."
1217405205,false,finalized,3,4/24/2017 05:26:28,positive,0.6642,,301,"Pritikin's movie succeeds...thanks to its spirited, oddball humor and winning performances"
1217405206,false,finalized,3,4/24/2017 05:15:56,negative,1.0,,302,"Like its mini-mouthpiece, as pleasantly entertaining as Dummy often is, this ultimately hollow film sounds a few too many wooden notes and creaky jokes."
1217405207,false,finalized,3,4/24/2017 05:15:24,positive,0.6249,,303,"Set at an odd pitch, one best described as shrill."
1217405208,false,finalized,3,4/24/2017 05:18:04,positive,0.674,,304,"The characters are all strangely endearing, and the real pleasure of the movie is just watching them interact."
1217405209,false,finalized,3,4/24/2017 05:03:31,positive,1.0,,305,"Surprisingly endearing in moments thanks to finely tuned comic performances, especially from Brody."
1217405210,false,finalized,3,4/24/2017 05:14:16,negative,0.6698,,306,There isn't a whisper of spontaneity.
1217405211,false,finalized,3,4/24/2017 05:17:52,neutral,0.3728,,307,"The movie's dominant visual tone is bronzed grunge, and its emotional tone is depressive."
1217405212,false,finalized,3,4/24/2017 05:07:23,positive,1.0,,308,"This doesn't exactly set the world on fire, but I was charmed by its old-fashioned storytelling, which is refreshingly free of archness, self-consciousness, or Kill Bill-style wisecracks."
1217405213,false,finalized,3,4/24/2017 05:05:57,positive,1.0,,309,"Everything comes back to Garner, though -- and even when the movie takes itself too seriously, thankfully she never does."
1217405214,false,finalized,3,4/24/2017 05:11:06,neutral,0.6576,,310,Elektra shoves Frank Miller's eponymous cold-blooded assassin into a PG-13-friendly adventure.
1217405215,false,finalized,3,4/24/2017 05:16:26,neutral,0.6602,,311,A none too Marvel-lous spin-off from Daredevil.
1217405216,false,finalized,3,4/24/2017 05:35:28,negative,1.0,,312,"Garner, who showed a promising comic touch last year in 13 Going On 30, does her movie career no favors here."
1217405217,false,finalized,3,4/24/2017 05:09:53,negative,1.0,,313,"If the film isn't as bad as some others in the comics-to-cinema genre (Halle Berry's Catwoman has rather lowered the bar), that's not to say it's good."
1217405218,false,finalized,3,4/24/2017 05:03:18,positive,1.0,,314,Worth a look.
1217405219,false,finalized,3,4/24/2017 05:18:53,negative,0.6497,,315,Daredevil's lady friend Elektra gets a solo outing in this insipid action adventure.
1217405220,false,finalized,3,4/24/2017 05:16:29,negative,0.6847,,316,Even the action scenes flirt with tedium.
1217405221,false,finalized,3,4/24/2017 05:19:01,positive,0.6191,,317,"Eternal Sunshine of the Spotless Mind goes by like a fevered dream of love, but one you remember vividly, with profound pleasure."
1217405222,false,finalized,3,4/24/2017 05:19:36,very_positive,0.6738,,318,"The latest and loveliest alternative universe created by Charlie Kaufman, America's most -- we should probably say only -- intellectually provocative screenwriter."
1217405223,false,finalized,3,4/24/2017 05:35:28,positive,0.6581,,319,"A surprisingly bittersweet love story at heart, Eternal Sunshine values the sum of experience, which in this case means a thorns-and-all openness to romantic possibilities."
1217405224,false,finalized,3,4/24/2017 05:24:14,positive,1.0,,320,"Works marvel after marvel in expressing the bewildering beauty and existential horror of being trapped inside one's own addled mind, and in allegorising the self-preserving amnesia of a broken but hopeful heart."
1217405225,false,finalized,3,4/24/2017 05:39:17,positive,0.6357,,321,The wacky sight gags and psycho-drama slapstick is tinged with melancholy and regret ...
1217405226,false,finalized,3,4/24/2017 05:15:21,positive,0.6415,,322,One of the most insightfully sad explorations of the human drive for love since Annie Hall concluded that we need the eggs.
1217405227,false,finalized,3,4/24/2017 05:14:16,positive,1.0,,323,"Pretty fancy stuff, for a sci-fi romantic comedy."
1217405228,false,finalized,3,4/24/2017 05:18:37,positive,1.0,,324,"This outing from Kaufman's oddball imagination is wonderfully intriguing, often touching and typically convoluted."
1217405229,false,finalized,3,4/24/2017 05:06:51,positive,0.6693,,325,Marvel Comics continues to empty out its stable of superheroes with this entertaining tale.
1217405230,false,finalized,3,4/24/2017 05:08:55,negative,1.0,,326,Fantastic it most certainly ain't.
1217405231,false,finalized,3,4/24/2017 05:16:23,negative,1.0,,327,A garish mediocrity.
1217405232,false,finalized,3,4/24/2017 05:07:29,positive,0.6928,,328,"Before the inevitable and surprisingly anticlimactic battle with Doom, we are treated to two extreme-sports demonstrations, several training montages, [and] an ill-advised love triangle."
1217405233,false,finalized,3,4/24/2017 05:10:09,positive,0.6565,,329,"It exists largely to entertain and delight, which used to be precisely what summer blockbusters were engineered to do."
1217405234,false,finalized,3,4/24/2017 05:21:19,positive,0.6304,,330,Lee and Kirby built Marvel Comics on the foundation of the FF and it's no stretch to say this franchise could still be going strong a decade later with a better opening act.
1217405235,false,finalized,3,4/24/2017 05:39:17,negative,1.0,,331,Fantastic Four is actually very true to its source material - often literally so - but generally misses the spirit entirely.
1217405236,false,finalized,3,4/24/2017 05:13:03,negative,1.0,,332,Some comics just shouldn't be turned in to movies...
1217405237,false,finalized,3,4/24/2017 05:14:16,negative,1.0,,333,"Director Tim Story (""Barbershop"") sets an uneven tempo for the embarrassingly clunky script by Michael France (""Hulk"") and Mark Frost (""Storyville"")."
1217405238,false,finalized,3,4/24/2017 05:05:57,positive,0.6884,,334,The film is made in the internet equivalent of capital letters and its simplistic morality stands out on the big screen more so than on the small page.
1217405239,false,finalized,3,4/24/2017 05:20:26,negative,0.6823,,335,"Harrison Ford is outshone by his costars in this crisp, conventional thriller."
1217405240,false,finalized,3,4/24/2017 05:21:58,negative,1.0,,336,Its formulaic moves seem particuarly tired.
1217405241,false,finalized,3,4/24/2017 05:11:06,positive,0.3424,,337,"The movie gets a lift from Mary Lynn Rajskub in a glamorized version of her nerd's wet dream Chloe on 24, which is also better this year with the Chloe quotient pumped up."
1217405242,false,finalized,3,4/24/2017 05:08:59,neutral,1.0,,338,You've seen this movie a dozen times.
1217405243,false,finalized,3,4/24/2017 05:17:31,negative,0.6737,,339,This is one of the dopiest plans in the history of evil genius plans.
1217405244,false,finalized,3,4/24/2017 05:18:42,negative,1.0,,340,"Firewall is barely worth seeing, despite its above-average cast."
1217405245,false,finalized,3,4/24/2017 05:07:21,negative,0.6796,,341,There's only so much Ford's ever-game efforts can do to dress up dreck.
1217405246,false,finalized,3,4/24/2017 05:08:10,negative,1.0,,342,Such a vapid vehicle for every single cast member that it's difficult to actually enjoy.
1217405247,false,finalized,3,4/24/2017 05:05:57,very_negative,0.6837,,343,The movie is so disposable that you won't remember you've seen it.
1217405248,false,finalized,3,4/24/2017 05:19:16,positive,0.6309,,344,"Another edge-of-your-seat, roller coaster ride from a matinee idol everybody loves to root for."
1217405249,false,finalized,3,4/24/2017 05:06:11,positive,0.6308,,345,"A solid ensemble almost saves Firewall, but, in the end, it goes up in campy flames."
1217405250,false,finalized,3,4/24/2017 05:18:04,negative,1.0,,346,"Director Richard Loncraine shows no affinity for the nuts and bolts of constructing thrillers, playing out the script's empty threats and chases at a lethargic pace."
1217405251,false,finalized,3,4/24/2017 05:13:07,positive,1.0,,347,"The premise provides a fine showcase for the two appealing actresses, who appropriate each other's vocal and physical mannerisms with dead-on accuracy."
1217405252,false,finalized,3,4/24/2017 05:01:04,neutral,1.0,,348,"Nothing's really wrong here, but nor are there surprises."
1217405253,false,finalized,3,4/24/2017 05:50:00,negative,0.6493,,349,A likable but flimsy retread that's barely worth the effort.
1217405254,false,finalized,3,4/24/2017 05:31:31,positive,1.0,,350,"The material here may not be the freshest, but screenwriters Heather Hach and the redoubtable Leslie Dixon have buffed the dialogue until it sparkles like the finest cubic zirconium, and the cast is game from top to bottom."
1217405255,false,finalized,3,4/24/2017 05:19:57,positive,1.0,,351,"It's really a family film, deftly updated for the 2003 market, but still sweetly funny at its heart."
1217405256,false,finalized,3,4/24/2017 05:18:53,positive,0.6664,,352,What should have been a bland Disney remake has somehow ended up as the most satisfying family comedy for a long time.
1217405257,false,finalized,3,4/24/2017 05:17:40,positive,1.0,,353,Mother-daughter switch is fun comedic chaos.
1217405258,false,finalized,3,4/24/2017 05:21:19,negative,0.7162,,354,A sitcom formula film that tries too hard.
1217405259,false,finalized,3,4/24/2017 05:16:01,positive,0.6958,,355,"A fun, very well-acted and laugh out loud funny remake."
1217405260,false,finalized,3,4/24/2017 05:19:55,positive,0.7101,,356,The two featured females offset these distractions by having so much apparent fun that it becomes contagious.
1217405261,false,finalized,3,4/24/2017 05:05:36,positive,1.0,,357,"A hilarious, heartwarming remake."
1217405262,false,finalized,3,4/24/2017 05:19:57,negative,1.0,,358,Feels too piecemeal and ultimately inconsequential to grab the public where it counts.
1217405263,false,finalized,3,4/24/2017 05:11:28,positive,0.6432,,359,"This is a movie where 'sensitivity' and 'sincerity' are signposted by songs by Paul Simon and Nick Drake, which I guess says it all."
1217405264,false,finalized,3,4/24/2017 05:15:21,positive,1.0,,360,"Mr. Braff, Ms. Portman, Mr. Sarsgaard and Mr. Holm never strike a false note as a remarkably coherent acting ensemble, and it is good to see Ron Leibman again in the small role of Doctor Cohen."
1217405265,false,finalized,3,4/24/2017 05:19:36,very_positive,1.0,,361,"Cleverly written, sensitively directed and very well-acted."
1217405266,false,finalized,3,4/24/2017 05:50:00,positive,0.6627,,362,"His movie is sweet-natured and skillful, but its biggest problem is perhaps one Braff wasn't prepared to deal with: his own performance -- or, more accurately, the decision to place a deliberately flat performance at the film's heart."
1217405267,false,finalized,3,4/24/2017 05:07:57,positive,0.6967,,363,"Garden State may not define an entire generation, but it has a sharp eye for the passive aimlessness that can take hold when young adults realize there's no handbook on how to find purpose and meaning in life."
1217405268,false,finalized,3,4/24/2017 05:06:18,positive,0.6749,,364,"Braff captures the specific, self-involved ennui of the aimless 20-something, and he doesn't do it from a point of smug detachment."
1217405269,false,finalized,3,4/24/2017 05:12:50,positive,1.0,,365,"Although flawed, Garden State is a good-natured film whose very likeability leaves you willing to overlook its shortcomings."
1217405270,false,finalized,3,4/24/2017 05:14:15,positive,1.0,,366,Smart drama for mature older teens and up.
1217405271,false,finalized,3,4/24/2017 05:32:27,positive,0.6553,,367,"It's no longer a generational alarm clock, but for those who've seen loved ones stumble through complacent fogs of Paxil, Zoloft and the like, ""Garden State"" still warns that ""stability"" doesn't mean a numbness to anything not emotionally even-keeled."
1217405272,false,finalized,3,4/24/2017 05:19:16,very_positive,0.689,,368,There is not a shot in this movie that doesn't shine...
1217405273,false,finalized,3,4/24/2017 05:10:56,negative,0.6531,,369,"Actor Zach Braff (NBC's ""Scrubs"") makes an impressive if unsatisfying writing and directing debut with a plaintive post-modern drama that relies on unspoken dry wit to entertain its audience (think a cross between ""Harold and Maude"" and ""The Graduate"")."
1217405274,false,finalized,3,4/24/2017 05:05:27,neutral,0.6462,,370,"Like many similar documentaries, this 2002 feature doesn't present easy answers, but by letting the two girls register as individuals, it forces the viewer to care about them when few around them can be bothered."
1217405275,false,finalized,3,4/24/2017 05:47:29,neutral,0.6801,,371,The trajectories of Shanae's and Megan's lives speak volumes for themselves.
1217405276,false,finalized,3,4/24/2017 05:12:54,negative,1.0,,372,"It isn't just difficult to do justice to Shanae and Megan in an average of 44 minutes apiece; as it turns out, it's impossible."
