id	sentence
365	Although flawed, Garden State is a good-natured film whose very likeability leaves you willing to overlook its shortcomings.
366	Smart drama for mature older teens and up.
367	It's no longer a generational alarm clock, but for those who've seen loved ones stumble through complacent fogs of Paxil, Zoloft and the like, "Garden State" still warns that "stability" doesn't mean a numbness to anything not emotionally even-keeled.
368	There is not a shot in this movie that doesn't shine...
369	Actor Zach Braff (NBC's "Scrubs") makes an impressive if unsatisfying writing and directing debut with a plaintive post-modern drama that relies on unspoken dry wit to entertain its audience (think a cross between "Harold and Maude" and "The Graduate").
370	Like many similar documentaries, this 2002 feature doesn't present easy answers, but by letting the two girls register as individuals, it forces the viewer to care about them when few around them can be bothered.
371	The trajectories of Shanae's and Megan's lives speak volumes for themselves.
372	It isn't just difficult to do justice to Shanae and Megan in an average of 44 minutes apiece; as it turns out, it's impossible.
373	While it is one part a coming-of-age story and one part a story of girls and mothers, Girlhood is just as much about the attainment of wisdom.
374	It shows a fascination with the criminal justice system, and amazing access to the people caught in its wheels.
375	Chilling, depressing, yet guardedly optimistic.
376	Girlhood thoughtfully questions not just the system itself, but our unfair assumptions about the young people caught within it.
377	To the film's great credit, [director] Garbus evens out her often heavy-hand and we're given the emotional core of two young female criminals in ways often eluded in the movies.
378	..disturbing, yet life affirming portrait ... girlhood is an early stage of life, but the consequences of mistakes upon womanhood and, more significantly, motherhood will ...
379	Deeply affecting in the moment, but I'm not sure that Garbus draws much in the way of larger conclusions.
380	Fascinating and, at times, surprisingly moving.
381	Personally, I'd rather have this movie obliterated from my memory.
382	Packaged in an increasingly lurid, credibility-free storyline, delivered with unstinting insensitivity by a first-time director determined to show off his ad-man's box of visual tics.
383	It's well worth seeing, because it is well made -- apart from a few gaps in logic -- and well acted.
384	... a film that gives you something to think about, raising questions that linger long after the theater lights have brightened.
385	Hard Candy is an exploitation film, with very little happening but a guy getting tortured for about 75 minutes of screen time.
386	... icky, incoherent thriller ...
387	An exploitation of a set of themes rather than a thoughtful consideration of them, and celebrates their austere nature in a stampede of scenes that cause only surface discomfort.
388	One of the more original and grueling films to come out in years and I loved it...
389	Slick slime wrapped as a high-toned, girl-power shocker
390	Wilson and Page are compelling and Slade demonstrates a slick stylistic flair, but the over over-the-top shock pandering renders the dark lesson convoluted and hard to swallow.
391	Slade and his actors keep the tension high, and the questions don't come to mind until after the credits roll.
392	I didn't expect much from Hitch and, not surprisingly, I didn't get much -- but I was entranced by the film nonetheless, from a historical perspective.
393	Looks like another love TKO.
394	Smith, of course, is so cool he can afford to pretend to be uncool; but what really works for him here is the interplay with James, whose inner-wild-man dance moves alone are worth the price of admission.
395	Under- whelming, and predictable cookie cutter romantic comedy fluff...
396	Will Smith charms again; best for teens and up.
397	In a movie where the film's trailer has spoiled all its best scenes, and the onscreen chemistry between our primary lovebirds is a failed experiment, it's refreshing that "Hitch" still provides that rare buoyant romantic lift that the genre promises.
398	full review in Greek
399	Fans of movies like The Wedding Planner and You've Got Mail looking for a charming date movie with lots of laughs will fall in love with Hitch.
400	Brims with storytelling flourishes and gently deployed life lessons that even accompanying adults may dig.
401	[T]here's too much going on, and none of it is executed well enough to recommend.
402	It's smart, strange, unpredictable, and defies the formulas that typically define this sort of motion picture.
403	A wonderfully dark fairy tale.
404	One can't help but feel thankful that the movie doesn't always go the expected route, that the characters have a little more depth to them than average, and that the complexity, which is the movie's basic weakness, is also its fundamental virtue.
405	Crazy as it is, Holes could be the Willy Wonka And The Chocolate Factory of 2003.
406	Young viewers and old alike will be given powerful metaphors of servanthood and selflessness, humility and honor, courage and Christ-like kindness.
407	O roteiro leve e bem construído, aliado às performances de um elenco carismático, deu origem ao tipo de filme que certamente divertirá toda a família.
408	Unlike so many kids movies, Holes hasn't been dumbed down, loaded with bathroom humor
409	Funny, inspiring and just a little bit naughty, Holes is excellent family entertainment.
410	For all its faults, Holes has an overriding good humor and sense of fun that saves it from the usual drudge of children's pictures.
411	It would be a nice little family film if not for the fact that the young heroes commit felonies in the name of saving the environment.
412	Endangered as they are, burrowing owls will be disappointed to learn that their cause has been hitched to a movie with little entertainment value, let alone credible strategies to save their environment.
413	But while Hoot's pro-environment message to kids is certainly worthy, the unquestioning, pro-vigilante angle doesn't sit entirely well.
414	Fun to watch although falling short of a real hoot, this latest in a barrage of family movies largely succeeds at keeping the kiddies entertained and their parents from nodding off.
415	Soporific effort.
416	Promoting environmental conservation, this bland family film never generates much interest in either its human or animal participants.
417	A safe, slight film that doesn't possess the chaotic hilarity I associate with Carl Hiaasen's best writing.
418	[An] enjoyable summer behemoth.
419	Nice as it would be to report that Ang and his co-writer/producer James Schamus had regenerated the summer blockbuster, we gotta poop the party.
420	An interesting effort to give one of the staples of mass entertainment something extra in the way of insight and feeling.
421	Big, dopey and crammed with special effects that take the breath away.
422	Despite the profusion of computer-generated effects, which rousingly bring the green guy to life, I often felt, for better and for worse, that I was watching a comic-book movie reconceived as a piece of serious mythmaking.
423	Whatever problems it has as a story, at least Hulk tried, honestly and desperately, to push the comic book move into new places emotionally and stylistically.
424	The Hulk lacks personality; not a great movie.
425	The best comic book adaptation I've seen so far with an excellent cast and top notch special effects...
426	A turgid, CGI-Frankenstein reject
427	The spectacular special effects and Lee's use of split screens provide some relief in a nonetheless tedious tale in which Nick Nolte (looking much like his recent mug shot) provides several unintentional laughs as Banner's father.
428	The film almost matches the inner conflict of its titular character, intermittently bogged down even as it soars to seemingly impossible heights.
429	It has just enough charm to be watchable.
430	The filmmakers can't seem to unearth the novel's inherent lightheartedness and instead treat too many events with earnest seriousness, trampling the original story's lively spirit in heavy-handed drama.
431	With eloquent dialogue but scant smoldering passions, the mushy machinations nicely nudge director Tim Fywell's gentle little film.
432	Dollops on the usual romantic, family and class conflicts with a very heavy ladle, which pretty much smothers the whimsical mood Fywell strains so hard to attain.
433	A refreshingly mature look at first love and life's often-rough transitions.
434	Never shies from indulging us and our desire for a gentle and generous world that doesn't slip into easy answers.
435	The fancy-pants accents and period costuming make one feel intellectually smug, as if the afternoon had been spent watching a Merchant-Ivory film - only without the tedium of actually sitting through a Merchant-Ivory film.
436	Romala Garai is utterly convincing as the smart, wistful girl with the notebook.
437	A quirky and handsome family drama that nicely captures the pangs and pleasures of adolescence.
438	Better on set-up than follow-through.
439	A lame-brained nut job in search of an identity of its own.
440	A nihilist project in Usual Suspects mode: Nothing is as it seems, because nothing matters in the least.
441	[A] very well made horror thriller.
442	Assorted examples of artificially flavoured humanity ... proceed to panic, bicker and run with the customary perversity that characters in situations like this do toward their gory destinies.
443	Deserves credit for at least trying something fresh in the psychological-thriller realm, and for the mood of goofball creepiness it creates.
444	My eyeballs were doing some serious rolling of their own at the general ineptitude of this failed mating of Friday the 13th and Ten Little Indians.
445	the central twist which unifies all the film's elements is so ingenious and unusual that recognising the killer ends up being just one small part of this film's multi-faceted identity.
446	Scary beyond belief serial killer thriller.
447	A good cast is enacting this fancy rubbish; what drew them to the material besides its self-conscious cleverness is beyond me.
448	The cast is game, the twists are clever, the writing is tight.
449	This worthy second biopic of Truman Capote starts not with a bloodbath, but a cocktail.
450	All that was painted grey in Capote becomes black-and-white here.
451	Two good films about one subject [are] much better than a lot of bad films about different things.
452	Jones gets everything -- the gestures, the generosity, the mean streak, the bending of the ear to recitals of woe, whether across a lunch table or a prison cell.
453	The problem with Infamous isn't that it revisits Capote's turf -- it's that it does the same things well, and leaves the same unsatisfying holes.
454	There's a breeziness to the storytelling, one that delights in the tale rather than succumbing to its gravity-but that also works against it.
455	The other-and possibly greater-Capote pic about the geneiss of In Cold Blood
456	Better than Capote
457	Toby Jones' uncanny portrayal of the short, effeminate writer with the funny voice, gives the film its credibility and compassion.
458	Only Sandra Bullock shines as Harper Lee.
459	There's a sugar coating to the way Papale's story unfolds, but not so much that you'll spoil your dinner.
460	Even Papale's most famous play, recovering a fumble to set up a touchdown, is embellished, as if Disney can't bear to stick with the facts.
461	Invincible is a working-class jock Cinderella fantasy with the sincerity of a beer commercial, the soul of a Republican incumbent, and the designer-flannel esthetics of an old Bruce Springsteen video.
462	It may not break new ground, but Invincible is an entertaining film, awash in clichés but leavened by the charismatic performance of Mark Wahlberg as Vince Papale.
463	What's modestly refreshing about the way this story is told by director Eric Core and writer Brad Gann, is that the person with the largest doubts about going pro is Papele himself.
464	Inspiring sports-underdog story for tweens and up.
465	Mark Whalberg is surprisingly good, delivering a likeness to the real Vince Papale that is uncanny.
466	I wonder how many more of these inspirational sports films we have to sit through in 2006.
467	Screenwriter Brad Gann shares the guilt for this predictable cinematic travesty along with composer Mark Isham whose bombastic musical score is akin to hammering a nail with a shotgun blast.
468	Invincible is the story of Vince Papale, who was an actual figure -- a part-time bartender who went to a tryout, survived training camp, made the Eagles team, and became a Philadelphia legend.
469	You can call it guilty of exploitation, tastelessness or insensitivity if you like, but its greatest failing is a certain deadly pointlessness.
470	dispicable
471	Victims outshine their captors
472	Because we only see one side of the events, "Karla" rings unconvincing and sensationalistic.
473	...hopelessly inept and thoroughly awful...
474	What proves most disturbing is the way in which the film portrays Homolka as a victim.
475	Controversial and innately creepy, it left me feeling... well, dirty.
476	Gladiator lite.
477	If this is history demystified, give me myth.
478	It's hard to care about a valiant groping for accuracy when a story is so badly told you can't tell what the devil is going on.
479	By going back to its origins and dusting itself off, the King Arthur story has proved itself to have a very contemporary resonance.
480	Entertaining, but ultimately forgettable.
481	Fuqua creates a very grim and stylish mood that fits what the concept is attempting to accomplish very well.
482	Guinevere, no dainty princess she, is a kind of hardened medieval feminist, and the aggressor to Arthur's bashful but equally driven warrior, in both bed and on the battlefield.
483	In many ways this movie tells us far more about the values and age in which we are living, than the one it pretends to be returning us to.
484	Quite le drag.
485	This is an insignificant film with a passably entertaining premise that goes wildly to hell the instant it strays from its comic ideals with brief, unsatisfying detours into the realms of art and high-end lingerie.
486	It is a well-dressed film filled with thought and sly observations.
487	It pokes along like a Renault on an interstate, lacking drama or momentum.
488	It's all perfectly pleasant, but the movie lacks an urgent dramatic pulse, or a clear sense of whose story it's supposed to be, or even, from scene to scene, whether it's meant to be a comedy, drama or thriller.
489	A delightful blend of American sensibility and French chaos in a movie that is sunny, surprising and consistently entertaining.
490	Not a frothy romantic comedy.
491	Naomi Watts steals the movie.
492	The movie is least successful when it tips from semi-serious to too-serious.
493	Its annoying need to be witty, profound, funny, and charming at all times makes what could have been a smart comedy a tiresome exercise in pleasing its audience.
494	At the end when we should be thinking about love and lessons of maturity, we are left with Isabel shrugging off her latest mistake and charging headlong into who-knows-what.
495	Le Divorce is tres mediocre.
496	All indie-movie families may start out unhappy in their own way, but by the time the final credits roll, everyone remains complacent, confident of their brood's superiority.
497	Sunny or dark, comedy should never be as predictable as Little Miss Sunshine.
498	... a scrappy human comedy that takes an honest path to laughs and is twice as funny and touching for it.
499	... this isn't much more than a glorified sitcom, but it deftly dramatizes our conflicting desires for individuality and an audience to applaud it.
500	For a movie generated from the Amerindie algorithm of family dysfunction, road-trip catharsis and studied quirk, this dark-edged ensemble comedy often borders on the loveable.
501	Hilarious, profane and as much fun as you are going to have in a theater this summer.
502	Sentimental low points and contrived idiosyncrasies aside, Little Miss Sunshine still boasts wonderful performances, a cheeky sense of humor and an original story.
503	An achingly deliberately madcap family adventure that skates by thinly on the collective charms of its ensemble cast.
504	While the screenplay is impressive and deserving of its recognition, it is Alan Arkin's performance-of-a-lifetime that separates this from other well-written small movies.
505	Harmless enough as passable road movies go, but I can't help but wish directors of films like these would grow some damn balls.
506	Sundance-calibrated sitcom
507	I loved it, every bit of it.
508	Be very afraid.
509	London's pretensions far outstrip its dorm-level contemplation of life's big issues.
510	You should avoid it like a bad case of whooping cough.
511	It's not so interesting to watch people on cocaine babble back and forth at each other.
512	The title refers to the name of one of a grouping of some of the most numbingly self-absorbed and obnoxious characters ever assembled in a single film.
513	...ultimately comes off as a well-intentioned failure that admittedly might hold some appeal for fans of the various actors...
514	An acting exercise (and not a very interesting one) disguised as a film.
515	...if you don't mind watching people who are better looking than you coking up for 90 minutes...
516	...witless and pointless.
517	While it shouldn't work, it does.
518	This is cloying, deceitful, and more or less irresistible.
519	This is an embarrassment, an overdrawn rom-com gone very wrong.
520	A highly engineered puffball.
521	All in all, I thoroughly enjoyed the movie until, in the end, it went somewhat bonkers with what amounted to a communal love fest on Christmas Eve.
522	Whatever the actors are given to do they make so delightful -- or so delightfully moving -- that Love Actually wins out over its wobbles.
523	... a terrific film.
524	Aside from all the hearts and flowers, though, it's Bill Nighy's uproarious turn as an over-the-hill rocker promoting a novelty record that really delivers the laughs.
525	Seldom have we seen such an extensive ensemble of talent in the movies yanked through the material like lambs on their way to a slaughter.
526	A long running time, too many characters and too much whimsy and corn make this romantic romp more of a slog than a soufflé.
527	Romantic and entertaining -- for older teens.
528	About as swashbuckling as a history lesson gets.
529	A few too many amateurish techniques and oversimplified confrontations hold Luther back a notch or two from greatness, and stamp it instead as entertaining Lutheran cheerleading.
530	Shot on 100 locations in three countries and outfitted with impressive props, costumes, art direction and medieval streets, Luther makes up for what it lacks in vigorous storytelling with such production values.
531	Heady theological badminton, as vigorously thoughtful as it is piously historical.
532	even with apparent lack of objectivity, LUTHER proves to be more interesting and more accurate depiction of history than anything recently produced by Hollywood
533	Interessante por natureza (o tema é fascinante), o filme perde pontos pela frieza da narrativa e por simplificar idéias e alguns acontecimentos fundamentais na vida de Lutero.
534	It glosses over the brilliant monk's dark side and ignores his prejudices completely.
535	An effective history lesson, but not nearly riveting enough to be as entertaining as it is earnest.
536	An entertaining, well-crafted primer on one of the most important Christian leaders since Jesus Christ.
537	Luther is the textbook radical: he acts out what his contemporaries merely profess.
538	Boring and bedraggled.
539	Lame scatalogical gags and worn pop-culture parodies abound, but the CGI animation romp is somewhat redeemed by the scene-stealing appearances of several supporting characters.
540	Madagascar is great good fun, not only because the filmmakers have enlisted some wonderful voice talent but also because the visuals truly are marvelous.
541	Very much in the tradition of Looney Tunes and Termite Terrace.
542	A foursome of digitally animated zoo animals escape the inner city confines of Manhattan's Central Park Zoo in search of freedom that's not be all it's cracked up to be in this well-defined children's comedy.
543	The character design is ugly; the main characters are often annoying; the humor is generally weak; and the computer-generated animation is often soulless.
544	A shallow attempt at filmmaking and humor.
545	...an engaging little diversion that maintains its charm with repeat viewing.
546	Amiably entertaining.
547	Matchstick Men never really casts off its cloak of artificiality and calculation; its pleasures are minor, however distracting they may be.
548	Ridley Scott lets us enjoy the satisfying clicks and whirrs of the well-oiled celluloid con trick, while leaving plenty of head room for Cage to twitch and fret in.
549	A thoroughly absorbing hour and 56 minutes of entertainment.
550	Matchstick Men is really two movies brilliantly spliced into one, each enriching the other.
551	It's a blah little exploitation picture that thinks it's a deep humanist parable.
552	Matchstick Men isn't even remotely intricate; it's not even particularly interesting.
553	This is a movie about con games at every level.
554	Nicholas Cage gives his best performance since "Leaving Los Vegas" as con man Roy Waller in this sophisticated movie about familial responsibility, self-imposed barriers and the possibilities of a well executed long con.
555	A cleverly planned switcheroo story in which the twist at the end is the knife in the back.
556	Something less than the sum of its parts, Matchstick Men is a decent film that should have been a considerably better one.
557	Too much of a hodgepodge of borrowed ideas and uneven tone.
558	A bizarre (and sometimes repulsive) exercise that's a little too willing to swoon in its own weird embrace.
559	Unfolds with the creepy elegance and carefully calibrated precision of a Dario Argento horror film.
560	Exactly the kind of unexpected delight one hopes for every time the lights go down.
561	[Bettis] has a smoldering, humorless intensity that's unnerving.
562	Lucky McKee's pansexual patchwork carves up perfection to celebrate flaws.
563	A marvelous cinematic debut from director Lucky McKee...
564	"May" takes a cracked view of 1 Corinthians' idea of leaving childish things behind - blending the brooding of "Frankenstein" with the bleak, acrid tone of Alkaline Trio lyrics and the most frightening sing-song horror-film score since "Suspiria."
565	Proves that fresh new work can be done in the horror genre if the director follows his or her own shadowy muse.
566	Benefits from bursts of gory black humor as well as Bettis' riveting performance.
567	If you can tolerate all this phony uplift you'll also get a pretty interesting story about a shrewd Minnesota college coach named Herb Brooks.
568	[T]humbs up for this uplifting and inspirational movie about one of the great upsets in sports history.
569	Russell is terrific as coach Herb Brooks.
570	Big on slogans, but low on personality.
571	The movie brings the audience back to 1980 with bone-crunching verisimilitude.
572	Moving story of the 1980 Olympic hockey team.
573	Even if you don't know a "blue line from a clothes line," "Miracle" is a thoroughly enjoyable film that unspools like a Robert Altman movie where many characters' individual essences are revealed at once.
574	This isn't anyone's finest hour.
575	Russell is at his understated best in the film, which stands as a living tribute to Coach Herb Brooks.
576	Women of the Fifties, rise up in protest.
577	Anyone who's ever been moved by a teacher to dream a slightly bigger dream than his parents thought he or she was capable of achieving ought to love the film, for it gets at a truer model of teacher's inspiration.
578	Like the turtleneck cashmere sweaters and girdles that tie down these promising women, the movie is trite and trussed.
579	Rather than being a fascinating exploration of a much more constrained time in our social history, the film simply feels anachronistic.
580	Glossy entertainment value but far from art.
581	Kirsten Dunst, Julia Stiles and Maggie Gyllenhaal furnish well-observed performances that frequently outshine Julia Roberts's reflex characterization in this female variant of "Dead Poets Society."
582	...would have been better served by characters with a little less formula than the paint-by-numbers projects so loved by these women of Wellesley College.
583	Mike Newell directs a formulaic Roberts vehicle that isn't without its charm.
584	Mike Newell takes the road most travelled in tackling the sexual apartheid and hysteria of the 1950s.
585	It's no surprise that a script this addicted to fortune cookie utterances would fall short on presenting a sane, realistic version of China.
586	Crap is still crap no matter what pretty gloss you throw on it.
587	More of the same...
588	It's harmless, sure, but it's also charmless.
589	It's a smart, mesmerizing and often angry film, from a truly confident filmmaker, but it remains, maddeningly, just beyond our grasp.
590	Everything that keeps it from being lovable could be looked upon as a virtue, and everything about it is intentional.
591	Munich ricochets all over the place, but it hits its target dead-on.
592	It's an incoherent film, as if Spielberg desperately wanted to say something important and could only come to the conclusion that killing is bad and we're all human.
593	Munich is more measured and classy than Spielberg's action-adventures.
594	Spielberg described Munich as his 'prayer for peace,' yet his movie strangely lacks the eloquence and yearning of a prayer.
595	Laceratingly charged, thunderstriken virtually, by Spielberg's deeply felt moral analysis
596	It is in many ways Eastwood's tightest movie for some time, and certainly his darkest since Unforgiven; indeed, the ending offers as corrosive an assessment of the limits of American justice as anything in his career.
597	Sean Penn is so frighteningly good in this movie that he outdoes even the best of his earlier work.
598	Works as a straight-up detective story, and the acting is often breathtaking.
599	Too depressing to fill audiences with delight, but it does seem to validate questionable attitudes, especially an indifference to the suffering of innocent people and a willingness to shoot first and ask questions later.
600	Solid, rarely showy performances, meticulously recreated detective work and moments of pure unadulterated grief accent this whodunit, a movie that will have those who haven't read the book fooled for much of its length.
601	The entire cast did a phenomenal job, resisting the urge to overact too much, which is what you get for a film like this.
602	American drama doesn't get any more meaty and muscular than this.
603	The performances are uniformly superb.
604	Good, occasionally powerful noir that's been overhyped.
605	As the two cop manqués overcome their dearth of common sense to save the day, the film achieves a comic playfulness.
606	Despite some tasty contributions from Lawrence and Zahn, too much of National Security has the bland flavor of microwaved leftovers.
607	Someone has to save us from Lawrence's onslaught of cinematic dross.
608	A lame blend of comedy and action in which both credibility and laughs are blown to smithereens.
609	A retread of all those buddies-in- the-cop-car pictures of the 1980s; not even slightly dusted off.
610	Indistinguishable dumb action comedy.
611	If... Martin Lawrence and Adam Sandler [were] in the same movie, it might... create an anti-comedy field so strong that both their careers would be sucked into the vortex...
612	A patently offensive, racist and repulsive waste of celluloid, an affront to blacks, whites and human beings in general.
613	Put your hands up and back away from this rent-a-flop.
614	If rampant misogyny and racism sound like a laugh riot, by all means see National Security, a 'comedy' so aggressively unpleasant that it's worthy of squirms.
615	As disposable as they come, National Security is a modestly entertaining re-hash of cop-buddy films of the 80s.
616	A mild holiday caper, for the wettest of afternoons.
617	This movie is a fortune wasted.
618	National Treasure gets more entertaining as the preposterousness rises.
619	So bad on so many levels.
620	Taken simply as a popcorn flick, National Treasure has its pleasures.
621	Historical adventure is a fun romp for tweens and up.
622	Though Turtletaub's direction is inspired, everything else from acting, to plot, and dialogue falls flat...
623	Not only safe for Junior and Grandma but also pretty entertaining.
624	Turteltaub manages to stitch it all together well enough so that the ludicrous nature of the characters' quest doesn't hit you until the final credits roll.
625	If you can see the film through the eyes of a child -- one who thinks a cheesy thriller is the ideal way to pick up new facts about history -- then this isn't that bad a yarn.
626	Has almost nothing to recommend it (Justin Bartha's performance being the lone high point), not even any gnarly explosions, which doesn't bode well for our man Bruckheimer.
627	Ultimately, Jordan's vision is so murky that Ned Kelly remains as foreign to us as wombat stew.
628	If Ned Kelly is supposed to be an anti-hero to root for, his speeches border on parody and his cause is really unclear.
629	Offers a couple of well-filmed showdowns and lots of pretty landscapes, but you need more than scenic views and stylish action to chronicle a life, especially one as controversial as Kelly's.
630	A leaden retelling of the legend of Australia's Jesse James that has understandably been sitting on the shelf for a couple of years.
631	A handsome, action-packed biographical drama with a credibility gap wider than the screen.
632	Ledger, talking into his chest for much of the film in an apparent effort to lend gravity to his performance, is pretty stiff, but so is Jordan's direction.
633	Much as late 19th century Australian outlaw Ned Kelly was a charismatic figure who won the adulation of the Irish immigrant masses there, Heath Ledger as that romantic revolutionary of the film's title breathes astonishing vigor into the role.
634	Director Jordan fails to deliver a film worthy of such mythical figure.
635	The story might have more resonance with Australians, since compared to American folk heroes Ledger's Ned Kelly comes off as a bit square and self-serious.
636	[A] tricky film, punctuated by bursts of staccato surrealism and bitter humor...
637	Rises above its own shortcomings through Heath Ledger's electric embodiment of Ned.
638	Ned Kelly suggests that not only do you not need anything of interest to watch, but you don't even need to see it at all.
639	One of those unpleasant fiascoes meant to lodge a lump in the throat at Christmas, but it only ends up making you want to bludgeon the elves with their own toy-shop hammers.
640	The nut-ball factor is just too high for these characters.
641	The kind of sappy, sadness-turns- to-gladness holiday movie that shows up on cable TV this time of year.
642	Palminteri draws some very good performances from his cast -- only to pile on a lot of shameless heart-tugging on top of a contrived script about five New Yorkers facing Christmas Eve alone.
643	The mawkishness meter is turned up full blast by the time Williams, wearing the hangdog expression he saves for maudlin dramas, shows up out of nowhere as a former priest to save an unhappy Sarandon from jumping into the East River.
644	I can be sentimental under the right circumstances, but the movie is such a calculating tearjerker that it played like a challenge to me.
645	I had a very hard time displaying malice to this.
646	Pleasantly watchable.
647	A film about folks celebrating Christmas together is about as interesting and carries as much dramatic thrust as the 1989 Christmas reunion video immortalized on Uncle Fred's camcorder.
648	The sentiments are right on the money, but the execution never quite filled me with holiday cheer.
649	There's nothing at all surprising about Noel, except for the fact that it was ever made.
650	If you are looking for a Christmas film that is unconventional, that has a lot of heart without wallowing in sentimentality, this is a good bet.
651	Only fitfully funny, except when Ferrell is onscreen -- then you won't stop laughing.
652	A flatland of lowest-common- denominated retro-collegiate wackiness.
653	This is a raucous frat-school comedy that's dopey, degrading and disgusting -- and consistently hilarious.
654	a nonstop gag machine, subscribing to that time-honored comedy philosophy, 'throw enough at the wall and something will stick'.
655	An extremely funny and, of course, socially unredeemable comedy.
656	Very politically incorrect; funny for many adults.
657	Flawed, cliché, contrived, and poorly developed...
658	When an Oster Breadmaker gets some of the film's biggest laughs, you know the thing's in trouble.
659	The lead males give impressively modulated performances that keep the laughs flowing as all hell breaks loose.
660	Will Ferrell is a fearless comedian, and he commits completely to his insanity in the film, and that makes it work.
661	Both brutal and lyrical, writer-director Park Chan-wook's existential nail-biter has torture scenes that will have you avoiding dentists, sushi bars and badly appointed hotel rooms.
662	Shakespearean in its violence, Oldboy also calls up nightmare images of spiritual and physical isolation that are worthy of Samuel Beckett or Dostoyevsky.
663	There's a lot less here than meets the eye.
664	Quite an achievement then, and well worthy of its Cannes prize.
665	It's hard to make an argument for Oldboy based on anything other than pure cinematics, but when the style speaks this loudly, it's an argument worth making.
666	It's mesmerizing and discomfiting, engaging the viewer on a visceral and an intellectual level.
667	One of the best imports I've seen in a while...
668	I think it's a sweet film.
669	A precocious fairy tale made for and starring people too old for whimsy
670	While uneven, this Ugly Duckling redux is hipper and funnier than a Disney movie, and the positive message to young girls can't be discounted.
671	The semi-satirical treatment of celebrity culture, as Penelope is treated first as a tabloid sensation then a media darling, is lame and dated.
672	Sweet as gingerbread, Penelope deserves to find an audience; those with a taste for happily-ever-afters should look for it, before it too-quickly disappears.
673	This quirky, snarky contemporary fairy tale could have been a family blockbuster.
674	I can truthfully say that watching this abysmal fantasy-comedy is less rewarding than being slapped across the face with a large wet fish.
675	Watchable but patchy fantasy romance that doesn't quite work, despite strong performances from Ricci and McAvoy.
676	A modern-day fairytale, the film is tarted up like a hyperactive five-year-old's lurid fantasy of interior decor.
677	Visually stylish, what might have been a cute fantasy becomes tedious due to its banal script and a relentless overload of pig-jokes.
678	These ingredients are digitally present and correct, but Hogan fails to inject much excitement into the many boisterous action sequences.
679	With only a few exceptions, the performances (and the script) range between dull and mediocre.
680	In this incarnation, Peter is imbued with a greater degree of psychological darkness than before.
681	Familiarity doesn't exactly breed contempt, yet despite the novelty of a real boy as Peter, the movie does engender a listless been-there / eaten-that reaction.
682	A tribute to the power of good storytelling.
683	On the whole it's a pleasant thing, if hardly the definitive treatment of the source material.
684	It won't give Harry Potter a run for his money, but it beats the hell out of a Cannon & Ball panto in Skegness.
685	Live-action version keeps its thrill and charm.
686	Great performances, rollicking action and excitement, and a beautiful story kids will surely love...
687	Siendo notorio el gusto de Hogan por las letras clásicas de Peter Pan y Wendy, el director sabe educir el alma del libro para llevarla al celuloide.
688	PJ Hogan's lazy, logy Peter Pan states that not growing up is a tragedy, but presents neither evidence nor arguments.
689	It's a fitfully engaging romance, it's just not Pride and Prejudice.
690	Keira's cat-smile suggests such supernal all-knowingness that, with Austen's adapted dialogue (via Deborah Moggach) tripping off her tongue, she comes off as an eighteenth-century Maureen Dowd.
691	Wright wastes no time in squeezing the plot into his just-over-two hours running time, but the film never feels rushed, particularly when so much of it is spent watching and waiting, as the characters come to understand the world they live in.
692	I just feel like I've seen this so many times.
693	As historically authentic-looking as Pride & Prejudice is, it has far more invested in emotional authenticity -- you feel engaged every moment.
694	This movie was stuffy, boring, cumbersome and all around annoying to me.
695	oe Wright should be applauded for delivering a vividly realised Austen adap -- one which confirms Knightley has graduated from the Jackie Bisset of the '00s to this decade's Julie Christie.
696	OMG I loved this movie so much that I have to turn in my Manly Man Club ID card now.
697	Pride and Prejudice is a gorgeous and well-acted adaptation.
698	Director Joe Wright's filmic rendition of Jane Austin's classic novel is sumptuous but never fussy.
699	za obi%u010Dnu publiku, %u010Dije %u0107e potrebe za kvalitetnim filmom zadovoljiti ova holivudska obrada knji%u017Eevnog evergrina, koja po svemu sude%u0107i nije posljednja.
700	Scary, puzzling, and different.
701	An unapologetically cerebral movie of ideas.
702	It's one thing to admire what writer/director/composer/actor Shane Carruth wrought on his $1.98 digicam budget; it's quite another to have to sit through the mind-numbing results.
703	The ingenious debut of writer-director Shane Carruth, who assembled the film on his home computer and also plays one of the two leads, is purposely designed to be a little bewildering.
704	Where's Doc Brown when you need him?
705	Shot for a begged and borrowed $7,000, 'Primer' looks it: grainy-ish, fuzzy on details and effects, acting running the gamut from A to B, and clipped incomprehensible technobabble for dialogue.
706	Ridiculous, confusing, vaguely noir-ish nonsense.
707	An exceptional science fiction film...
708	Madden stages the action with a minimum of imagination and gets a career-worst performance out of Davis in a key role, but the material still sputters to life on the strength of the writing and Paltrow's commitment to the part.
709	Sadly, the impact of the clever parallelogram of emotional and philosophical concerns in Auburn and Rebecca Miller's screenplay is deadened by the director's overly literal -- mechanical -- cinematic interpretation.
710	Madden does a competent job transferring the film from stage to screen.
711	Few movies regard the psyche with such sober discernment.
712	Miscast yet marvelous, Paltrow and the rest of the cast hold you to the movie, even when you intuitively sense something is lacking.
713	A limp, and utterly pointless melodrama that's never as intelligent as it thinks.
714	Timid staging faithful adaptation = no cinema
715	offers a convincing demonstration of the theorem that good writing and sensitive performances can equal an engaging and nuanced piece of cinema.
716	full review in Greek
